qsquared
0.0001387975
0.0007353171
0.0018249839
0.0034369234
0.0056143509
0.0084164275
0.0119205897
0.0162256179
0.0214556046
0.0277650178
0.0353451081
0.0444319787
0.055316721
0.068358125
0.0839986072
0.102784166
0.1253893805
0.1526487302
0.185595837
0.2255126328
0.273990961
0.3330097407
0.4050315972
0.4931238184
0.6011096794
0.7337576415
0.8970177373
1.0983166925
1.3469261069
1.654421469
2.0352541002
2.5074635638
3.0935650032
3.8216547801
4.7267893953
5.8527080435
7.2539897933
8.9987645971
11.1721365079
13.8805327821
17.2572718667
21.4697588194
26.7288876624
33.3014870868
41.5270383787
51.8405044829
64.8040755799
81.1522002178
101.8568611111
128.224459846
162.0433938183
205.8154003233
263.1301005386
339.29407478
442.4333558635
585.5248983774
790.3718341299
