qsquared
0.0
1587.3015873015872
3174.6031746031745
4761.9047619047615
6349.206349206349
7936.507936507936
9523.809523809523
11111.111111111111
12698.412698412698
14285.714285714284
15873.015873015873
17460.31746031746
19047.619047619046
20634.920634920632
22222.222222222223
23809.52380952381
25396.825396825396
26984.126984126982
28571.42857142857
30158.73015873016
31746.031746031746
33333.33333333333
34920.63492063492
36507.93650793651
38095.23809523809
39682.53968253968
41269.841269841265
42857.142857142855
44444.444444444445
46031.74603174603
47619.04761904762
49206.3492063492
50793.65079365079
52380.95238095238
53968.253968253965
55555.555555555555
57142.85714285714
58730.15873015873
60317.46031746032
61904.7619047619
63492.06349206349
65079.365079365074
66666.66666666666
68253.96825396825
69841.26984126984
71428.57142857142
73015.87301587302
74603.1746031746
76190.47619047618
77777.77777777778
79365.07936507936
80952.38095238095
82539.68253968253
84126.98412698413
85714.28571428571
87301.5873015873
88888.88888888889
90476.19047619047
92063.49206349206
93650.79365079365
95238.09523809524
96825.39682539682
98412.6984126984
100000.0
